user_id,click_top20,like_top20
3099,"187,644,712,128,219,27,588,211,214,756,1019,16,529,386,41,152,749,559,206,79","187,712,644,128,219,27,588,211,756,214,16,386,1019,41,529,152,559,79,206,749"
3100,"281,68,24,157,86,93,284,28,40,327,124,377,172,135,1107,133,185,117,670,98","68,281,24,157,86,93,284,28,327,40,1107,124,377,243,337,135,172,438,185,510"
3101,"161,278,49,27,172,214,149,16,670,513,146,215,744,52,377,51,185,776,515,87","161,278,49,27,214,172,149,513,215,16,744,670,146,377,776,52,51,185,515,87"
3102,"39,377,185,133,98,114,734,49,238,247,129,260,190,245,52,539,65,24,168,513","39,377,133,98,114,238,734,49,190,539,185,247,129,63,65,513,260,323,152,52"
3103,"500,185,832,316,44,105,69,51,339,135,1,421,39,536,525,247,24,318,306,734","500,185,832,316,44,69,105,51,135,339,39,1,536,421,525,247,24,318,734,30"
3104,"105,670,49,24,93,98,45,185,133,114,65,125,377,128,1,245,168,61,734,135","105,24,670,49,93,185,98,45,1,245,168,133,125,65,114,128,377,135,435,27"
3105,"749,587,63,1019,65,187,219,133,161,212,665,128,995,23,120,776,377,741,703,6","749,587,63,1019,187,65,161,219,133,212,665,128,995,120,23,776,741,703,377,6"
3106,"185,39,135,168,52,93,117,382,172,284,41,318,670,281,306,1,133,98,506,28","185,39,135,168,52,93,117,382,172,284,318,41,306,670,281,133,1,98,506,28"
3107,"513,61,190,161,114,809,274,34,219,734,63,133,515,559,539,98,27,156,41,87","513,34,61,190,274,219,809,114,734,515,5,161,41,133,539,559,391,27,98,63"
3108,"195,800,560,23,85,1254,490,387,117,172,548,91,1273,897,749,327,830,382,207,293","195,800,560,23,1254,85,490,117,172,387,548,91,1273,897,327,749,382,830,293,207"
3109,"185,316,105,318,39,69,44,135,516,247,5,734,24,129,274,382,244,353,168,832","185,316,105,135,318,39,44,516,247,382,69,506,24,168,129,832,351,245,5,436"
3110,"214,200,1,211,644,1229,217,187,216,23,137,339,129,729,377,630,140,85,152,767","214,1,200,339,630,137,1229,767,217,211,129,216,68,23,644,85,729,377,245,106"
3111,"1182,538,180,21,139,568,872,687,815,732,401,730,165,809,333,691,811,317,1195,789","1182,180,538,21,139,568,872,687,809,815,732,401,730,165,333,691,789,353,811,149"
3112,"51,5,41,135,734,16,85,172,185,284,11,190,532,93,421,98,610,207,42,28","51,5,41,135,734,185,16,85,284,532,172,11,190,93,421,98,207,332,610,69"
3113,"165,222,522,21,568,1182,90,730,691,515,1257,291,397,1195,815,336,34,401,172,383","165,568,522,515,1182,222,21,90,730,397,691,1257,291,815,1195,336,34,401,172,535"
3114,"142,351,336,21,177,535,139,942,183,178,8,16,1424,615,891,76,165,184,353,536","336,21,142,177,351,535,183,139,8,178,942,615,16,1424,891,184,165,76,20,332"
3115,"63,278,93,218,45,125,49,161,152,128,715,734,69,210,39,377,214,156,27,79","93,69,278,49,734,45,63,39,125,128,152,218,238,105,27,161,715,6,210,247"
3116,"114,105,61,41,51,135,129,6,172,247,63,219,23,152,24,52,117,377,245,168","114,61,105,41,51,135,129,6,172,247,63,219,23,152,24,52,377,117,245,168"
3117,"421,670,10,24,85,247,767,322,435,129,207,42,135,23,663,175,128,6,125,662","421,670,10,85,24,247,435,129,207,23,128,767,125,322,6,663,42,45,135,16"
3118,"97,647,665,187,128,729,435,113,114,670,217,7,312,539,120,1,140,49,588,841","97,647,665,187,128,435,729,113,670,114,217,7,120,539,312,140,1,588,49,841"
3119,"278,715,210,27,6,214,644,49,744,41,663,156,587,59,647,749,588,85,539,172","278,715,27,210,6,644,214,49,744,663,41,587,749,156,647,59,588,97,10,85"
3120,"69,185,5,39,734,316,500,542,238,51,532,516,306,407,525,244,135,44,93,264","69,39,185,316,5,734,500,542,516,135,306,51,238,93,49,525,407,532,244,129"
3121,"897,134,87,1059,118,739,289,620,955,215,1191,108,238,565,763,1675,542,126,1210,922","897,134,87,1059,118,739,620,215,238,289,108,955,763,1191,565,1675,542,126,1019,1006"
3122,"44,832,318,532,534,316,520,407,373,455,436,185,1233,518,174,1106,542,1713,350,501","44,832,532,318,534,316,407,185,520,39,238,542,105,455,247,373,436,1713,518,350"
3123,"133,190,542,529,87,715,93,252,214,407,128,49,51,1006,6,532,59,152,620,41","133,190,542,529,87,715,252,93,214,1006,407,128,51,49,532,6,604,620,854,789"
3124,"219,274,39,105,5,27,734,51,114,41,185,45,278,61,23,133,129,382,93,135","219,274,39,27,734,114,5,105,278,61,45,133,41,190,51,23,125,93,185,539"
3125,"49,284,670,222,530,568,27,187,506,85,273,5,505,274,42,897,127,588,1,435","49,284,670,187,222,27,85,568,530,273,897,5,274,588,127,506,42,435,505,169"
3126,"897,93,49,161,61,278,218,245,715,125,252,69,211,59,45,128,513,196,214,105","897,93,49,61,161,278,218,245,69,252,715,125,45,513,318,105,128,211,59,214"
3127,"1,421,52,245,382,281,506,284,28,105,68,670,42,39,106,260,175,49,154,117","1,421,52,382,245,281,28,284,506,105,39,670,42,68,106,260,154,49,175,117"
3128,"16,8,798,117,176,41,27,382,245,643,435,168,601,536,142,51,516,200,214,172","16,8,798,117,176,41,27,382,643,245,435,168,601,536,51,142,712,214,172,93"
3129,"20,515,1043,8,76,222,689,177,372,184,1432,770,180,41,528,816,522,815,891,142","20,515,1043,8,76,222,689,177,372,1432,184,528,770,816,180,41,522,142,891,815"
3130,"516,39,318,69,247,244,500,274,129,260,734,351,49,5,93,789,51,85,353,44","516,39,318,244,69,274,500,351,247,260,734,129,789,49,44,353,93,5,85,133"
3131,"175,662,560,767,322,48,670,630,148,42,247,24,1107,276,1587,1159,1546,245,237,1254","662,175,560,767,322,48,630,148,670,276,1587,1546,2012,830,795,88,237,1107,1254,1159"
3132,"534,542,238,861,832,518,44,318,920,734,306,525,70,940,5,353,502,51,1000,546","542,534,238,861,832,518,734,920,44,318,70,940,5,51,306,513,353,525,1000,502"
3133,"542,353,789,734,513,5,244,288,516,534,232,318,51,1201,500,920,867,1151,1713,532","542,789,353,5,734,516,244,513,318,232,534,1201,51,185,316,500,288,1151,291,39"
3134,"61,114,190,407,161,59,377,433,539,156,323,534,128,247,87,129,529,1713,41,51","61,114,190,161,377,59,407,433,539,156,129,247,128,323,260,534,172,41,245,87"
3135,"662,322,630,1107,530,247,1159,48,24,195,767,796,245,276,168,2012,1546,1457,1233,800","322,662,630,1107,247,1159,530,48,24,767,245,796,195,276,168,1233,237,2012,1546,1457"
3136,"219,744,128,114,274,214,278,133,715,6,61,190,93,670,85,49,105,39,129,247","219,274,744,114,128,278,133,6,214,61,715,190,93,85,105,39,670,49,129,247"
3137,"500,318,532,832,353,789,733,306,518,520,244,264,238,232,351,436,407,534,51,734","500,318,789,353,532,832,244,733,264,238,232,351,518,306,520,1201,950,886,734,534"
3138,"742,559,208,604,425,623,609,597,610,636,219,718,11,9,27,391,799,592,679,865","742,559,208,604,425,219,623,610,609,636,597,27,718,11,9,592,799,391,587,10"
3139,"670,1467,421,767,207,487,612,663,662,560,322,634,175,10,97,771,214,1159,601,52","767,1467,487,421,670,662,175,207,560,322,634,612,663,771,10,566,1159,630,97,52"
3140,"27,124,10,391,97,45,128,23,187,114,106,28,49,34,610,41,588,1,382,670","124,27,10,391,97,45,128,23,187,114,28,106,49,41,34,588,1,610,382,670"
3141,"152,79,161,93,49,433,211,172,156,65,151,187,897,128,896,121,125,892,218,69","152,79,161,93,433,49,211,156,151,187,65,172,897,896,121,91,892,128,218,146"
3142,"1,670,435,129,168,744,106,207,767,322,23,42,49,6,214,27,8,560,39,274","1,670,435,129,168,106,744,767,207,322,42,23,49,560,8,6,27,214,662,39"
3143,"506,177,281,21,42,291,40,41,168,90,370,548,169,76,24,245,397,34,51,130","506,177,281,21,42,40,291,370,90,168,41,548,76,169,130,397,24,245,34,51"
3144,"69,185,516,542,734,316,318,789,244,353,500,39,105,44,5,351,1201,190,133,93","69,542,500,353,789,734,516,316,318,244,185,5,532,407,44,4,51,39,1201,105"
3145,"670,23,16,435,744,274,27,247,65,129,24,105,169,219,421,10,200,245,663,185","670,23,16,435,744,274,27,247,65,129,105,24,169,219,421,10,200,663,245,184"
3146,"670,128,6,45,27,435,211,247,712,245,218,168,207,187,117,715,93,16,8,548","670,128,6,435,45,27,211,247,245,712,207,218,168,8,16,117,187,274,715,548"
3147,"86,525,185,44,407,238,291,510,284,513,520,28,273,243,168,436,377,518,117,165","525,185,86,44,238,407,513,291,510,520,377,284,273,243,168,28,518,190,517,98"
3148,"41,178,128,135,45,670,51,712,27,49,114,98,52,184,133,129,548,93,643,20","41,178,128,135,45,51,643,184,712,27,20,670,548,114,98,49,52,798,133,129"
3149,"407,734,5,51,353,513,39,789,520,185,190,105,93,500,114,318,133,135,41,98","407,734,5,51,353,513,789,520,39,500,518,185,318,861,70,920,105,190,114,93"
3150,"244,291,222,21,382,332,177,142,284,169,41,1201,117,5,506,135,538,318,172,85","244,222,291,21,382,284,177,332,506,5,142,1201,41,117,510,135,318,232,471,51"
3151,"124,111,897,539,59,167,157,28,91,127,93,75,49,417,462,121,40,438,138,187","124,539,897,59,111,167,157,93,28,127,91,49,75,121,156,529,190,187,588,134"
3152,"734,5,238,51,532,69,513,353,219,278,61,39,542,789,940,791,185,105,274,114","734,5,61,219,51,278,114,190,274,69,39,133,65,238,513,98,41,105,93,27"
3153,"41,222,336,16,382,165,14,135,34,85,177,185,244,516,8,643,515,353,190,734","41,336,16,222,14,85,382,244,165,135,185,8,177,34,643,516,190,515,219,734"
3154,"28,168,93,86,117,52,40,438,124,133,391,190,306,152,128,6,265,734,23,1","28,168,93,86,52,117,40,438,124,133,306,391,190,152,128,6,265,1,42,734"
3155,"1,106,168,52,435,663,124,175,247,23,6,65,49,245,97,135,744,117,172,105","1,106,663,435,65,52,23,124,168,6,97,247,49,744,175,245,187,715,114,200"
3156,"196,265,63,121,69,151,434,190,91,1146,149,542,211,539,377,776,256,218,407,273","196,265,63,121,434,69,151,91,190,256,211,149,1146,273,377,542,539,218,776,260"
3157,"169,8,219,114,178,548,93,63,734,278,425,670,135,52,644,161,185,168,39,24","169,8,219,114,178,548,93,63,278,734,425,670,135,644,52,161,185,39,168,24"
3158,"61,278,49,219,52,85,5,247,168,513,117,539,516,16,791,789,152,715,670,214","61,49,278,219,85,52,247,168,117,5,513,516,539,16,152,791,715,789,670,214"
3159,"16,117,41,382,178,291,207,172,222,177,21,247,336,500,49,284,190,165,93,317","16,41,117,382,178,207,291,172,222,177,21,247,336,190,500,49,284,332,93,114"
3160,"128,65,27,218,114,49,670,190,85,129,274,211,52,214,152,247,187,61,24,63","128,65,27,218,114,190,49,670,214,85,211,274,187,129,61,63,152,219,52,247"
3161,"85,670,1,245,27,382,207,49,39,219,93,172,178,10,114,744,42,435,190,548","85,1,670,245,27,207,382,49,39,219,93,178,172,744,10,42,435,114,68,190"
3162,"79,59,265,433,149,187,156,61,190,529,892,49,588,1146,897,111,715,65,128,776","79,59,265,433,149,187,156,892,588,190,49,61,1146,897,111,529,715,1229,94,128"
3163,"336,1150,1039,420,397,865,1302,615,19,1309,535,604,1314,429,39,736,809,799,400,176","336,1150,1039,420,397,865,1302,615,19,1309,535,604,1314,429,736,39,809,400,799,1345"
3164,"734,51,69,244,532,500,318,39,238,135,41,542,274,513,791,172,382,190,351,93","734,69,244,51,238,318,532,500,39,542,513,41,135,791,274,190,61,407,264,351"
3165,"49,93,133,190,98,152,185,114,247,39,65,6,128,129,146,245,117,61,135,734","49,93,185,133,190,98,39,247,152,114,6,65,128,129,245,135,734,117,61,41"
3166,"670,24,129,52,1,27,6,23,65,85,93,135,435,114,421,98,274,41,744,219","670,129,52,27,24,23,6,65,85,1,93,435,98,114,274,135,744,218,219,210"
3167,"712,23,190,125,85,114,278,214,61,211,187,219,670,49,93,644,152,247,435,8","712,190,23,125,85,278,114,214,61,211,187,219,93,49,670,644,152,247,435,8"
3168,"4,520,407,534,306,909,1713,518,69,832,542,546,920,525,455,532,86,268,500,350","4,407,520,306,534,69,909,1713,542,832,518,525,318,455,500,86,532,920,546,350"
3169,"587,214,665,61,187,776,604,741,211,219,128,841,433,588,539,6,679,721,274,93","587,214,61,187,665,776,741,604,841,211,219,128,433,539,588,679,721,6,592,739"
3170,"6,16,670,45,117,129,207,245,247,24,105,168,1,135,219,172,98,190,435,185","6,117,16,670,129,45,24,168,245,207,105,247,1,135,172,219,190,98,10,39"
3171,"662,767,48,171,175,1530,1731,1349,830,106,1467,112,771,102,1468,1652,1546,1518,719,618","662,767,48,175,171,1530,1467,1731,106,771,830,1349,634,719,618,112,1468,566,1546,200"
3172,"49,152,69,185,61,65,125,45,278,128,168,337,274,218,24,433,6,79,539,68","337,185,49,68,69,152,168,44,516,24,316,243,65,274,125,61,128,670,45,85"
3173,"278,214,663,219,587,27,1019,215,187,63,128,114,6,768,529,734,211,16,161,645","278,214,219,663,587,27,1019,187,215,63,128,114,6,768,529,734,161,211,16,645"
3174,"281,165,382,168,40,49,93,5,245,306,185,69,383,52,124,439,247,190,1257,157","281,165,382,168,40,5,49,93,245,383,306,185,124,1257,69,439,52,291,21,157"
3175,"322,421,506,52,767,185,135,168,487,670,316,662,382,276,39,435,175,306,560,436","322,421,52,506,185,767,135,168,487,670,316,39,382,662,276,435,306,175,510,560"
3176,"4,238,734,5,39,51,185,318,105,353,1713,316,789,135,306,520,93,44,61,49","39,5,734,105,51,93,135,185,49,114,4,61,133,190,238,41,98,247,168,65"
3177,"105,245,185,382,284,28,68,85,128,125,274,114,133,506,45,27,152,316,190,69","105,245,185,382,284,28,68,128,85,125,114,274,133,506,45,152,27,316,190,69"
3178,"214,587,215,995,211,377,93,703,741,513,49,85,588,152,991,738,841,200,113,213","214,995,587,215,211,85,93,377,49,200,105,152,41,703,741,588,1159,643,513,24"
3179,"69,318,5,516,734,244,500,316,185,532,238,51,4,39,542,525,264,513,232,455","500,316,318,516,185,244,4,532,69,525,5,734,51,455,44,351,238,733,39,232"
3180,"538,1345,184,177,20,139,528,626,1043,1424,770,76,702,372,757,1121,731,515,636,378","538,1345,184,177,20,139,528,626,1043,1424,770,76,702,372,757,731,1121,515,636,378"
3181,"1,421,435,247,24,52,10,663,129,168,125,767,744,487,200,45,245,27,85,49","1,435,421,247,24,52,10,663,129,744,487,125,767,168,200,45,245,85,27,68"
3182,"14,20,538,1043,8,1302,756,76,1062,184,146,564,1309,42,6,177,568,133,139,98","14,20,538,1043,8,1302,76,1062,756,184,1309,564,146,42,177,6,568,133,139,60"
3183,"187,715,218,647,210,212,63,206,79,125,97,215,721,1019,744,216,61,161,386,665","187,715,218,210,125,79,63,744,97,647,27,61,98,152,23,212,206,10,386,161"
3184,"42,16,169,8,85,274,284,10,27,219,14,178,548,41,1,742,207,117,34,604","42,169,8,16,85,284,274,10,14,548,178,27,1,117,207,219,41,34,742,135"
3185,"190,93,98,49,114,61,63,105,65,172,185,245,41,117,128,125,69,734,265,274","190,93,98,49,114,63,61,65,105,172,128,245,41,125,185,117,265,734,69,146"
3186,"322,421,662,487,612,1,630,435,767,1254,670,663,1159,237,175,744,106,48,10,200","322,612,421,487,1,662,435,630,767,670,663,1159,1254,744,237,995,175,200,106,10"
3187,"663,435,214,210,97,1,125,128,715,218,421,10,200,23,65,6,85,995,322,247","663,435,97,214,210,421,1,10,200,322,715,125,128,995,218,1159,23,65,207,219"
3188,"382,1,135,42,24,168,421,85,506,52,106,10,129,548,245,767,247,185,169,670","382,135,1,42,24,168,421,85,506,52,10,129,106,185,247,245,767,548,41,670"
3189,"809,288,897,539,252,34,741,904,569,1227,138,865,323,746,652,1210,407,377,607,1191","809,288,539,897,252,34,741,904,569,138,865,1227,746,607,652,1210,407,323,1191,1151"
3190,"172,117,190,274,5,6,105,185,135,93,51,65,61,98,85,16,382,219,125,45","172,117,190,274,6,5,105,185,93,135,65,61,85,98,51,16,125,219,382,516"
3191,"156,897,776,59,529,434,149,73,539,99,111,631,192,61,754,591,206,588,1716,123","156,776,897,59,529,434,149,73,99,539,631,192,111,754,61,591,1716,206,588,739"
3192,"274,6,65,382,69,146,284,316,169,28,16,68,218,219,712,670,278,211,353,86","274,6,65,382,69,284,146,316,169,28,68,16,219,670,218,712,86,278,353,211"
3193,"44,534,316,1201,244,292,86,4,874,520,70,877,502,232,350,433,838,93,518,652","44,534,86,1201,316,292,244,874,70,4,877,520,502,433,232,350,93,838,652,49"
3194,"238,69,5,532,353,513,791,51,318,4,264,500,39,244,534,185,520,61,940,1713","69,238,532,353,5,4,318,500,791,51,513,264,244,185,316,516,39,520,525,105"
3195,"169,20,211,16,548,178,190,184,214,172,114,210,245,744,63,1299,97,61,742,140","169,20,211,16,178,190,548,214,210,114,184,744,63,172,245,61,97,1299,742,140"
3196,"739,515,809,742,31,557,674,604,574,607,5,592,1028,761,16,1217,425,1857,1182,581","739,31,809,515,742,557,674,607,604,574,1028,761,5,592,1217,1857,581,425,16,1182"
3197,"506,281,505,40,42,438,384,526,530,165,382,418,68,168,521,492,19,177,106,439","506,281,505,40,42,384,438,526,530,165,418,382,68,168,492,521,19,177,106,439"
3198,"1242,995,759,1271,612,744,663,965,365,999,848,798,665,1018,212,221,1005,636,1663,592","1242,995,759,1271,612,744,663,965,999,798,365,848,1018,1663,221,636,665,974,2004,1005"
3199,"59,61,39,161,433,149,513,734,105,129,245,168,5,156,260,125,278,128,52,45","59,61,39,161,149,129,105,245,433,168,734,5,513,128,125,260,135,24,52,247"
3200,"168,68,86,24,530,510,506,28,1107,505,318,157,438,172,337,525,243,69,165,670","168,86,24,68,510,530,506,28,318,1107,505,157,172,438,525,69,337,4,243,165"
3201,"113,1150,1116,53,1348,759,587,1159,636,425,559,42,140,843,716,429,214,604,793,623","113,1150,1116,53,1348,759,587,636,1159,425,559,843,140,42,716,429,623,793,214,604"
3202,"539,86,124,284,167,61,190,196,897,149,111,168,157,63,129,407,24,41,417,65","539,86,124,284,167,61,190,168,196,157,897,111,149,129,63,24,407,417,41,245"
3203,"44,516,185,351,244,337,260,39,247,789,377,734,274,353,245,733,536,791,292,135","44,516,185,351,244,260,337,39,247,377,734,789,274,353,245,791,733,133,49,135"
3204,"207,8,85,23,14,184,41,274,20,382,128,219,643,10,27,125,670,65,200,51","207,85,8,23,14,41,184,274,20,128,219,382,10,27,643,125,670,65,200,51"
3205,"439,157,111,284,121,39,462,705,327,291,126,522,449,69,21,150,407,433,542,464","439,157,284,111,39,121,291,327,705,462,522,21,69,449,126,150,407,542,433,505"
3206,"318,455,510,86,351,39,500,733,284,1201,44,4,260,291,245,506,264,243,28,129","318,455,510,86,351,500,733,39,4,1201,44,284,260,264,291,245,506,243,542,364"
3207,"377,245,85,168,93,114,190,318,125,65,27,45,24,16,284,6,169,244,68,128","377,245,85,114,190,93,168,125,65,318,27,45,16,6,278,244,128,24,61,169"
3208,"114,146,125,93,117,196,85,433,27,515,245,1229,20,156,278,157,897,168,39,317","114,125,146,93,117,85,515,433,27,196,245,20,156,1229,278,317,39,168,897,157"
3209,"1146,892,151,73,896,127,80,1214,189,75,87,120,930,620,763,431,631,971,897,529","1146,892,151,896,127,73,80,189,75,87,1214,120,897,529,620,930,763,631,252,971"
3210,"322,1,1233,436,500,832,487,260,318,316,4,68,39,796,506,662,767,670,135,532","322,1,1233,500,487,436,260,316,832,318,68,4,39,506,796,670,767,662,135,69"
3211,"68,421,260,106,175,322,85,662,185,49,39,281,10,128,560,530,548,6,207,48","68,421,175,106,260,322,662,85,185,49,560,281,530,48,39,10,548,128,207,148"
3212,"85,117,169,274,16,6,185,23,41,52,245,8,129,172,382,247,128,24,207,49","85,117,169,185,274,16,41,52,245,8,6,382,23,129,247,24,172,207,39,548"
3213,"39,28,306,93,318,382,265,438,68,157,222,146,471,133,177,510,789,505,51,6","28,39,306,382,438,93,222,318,68,157,265,177,471,510,146,505,133,789,51,1107"
3214,"154,662,48,717,727,322,175,15,421,83,1254,415,630,426,339,586,10,694,3,1466","154,662,48,727,717,322,175,421,15,415,1254,83,630,586,339,10,426,694,3,160"
3215,"135,316,185,51,222,117,506,41,177,21,500,165,39,353,168,351,284,789,24,244","135,185,316,51,117,222,506,41,177,21,165,500,39,168,24,284,353,28,351,129"
3216,"207,16,8,798,85,757,536,20,23,51,183,1299,128,65,30,45,615,125,767,771","207,16,8,798,757,85,536,20,23,51,183,1299,128,30,65,45,615,125,767,771"
3217,"429,694,438,766,28,415,418,449,19,175,1257,439,1099,150,730,548,594,168,157,48","429,694,438,766,28,415,418,449,19,175,1257,439,1099,150,730,548,594,168,157,48"
3218,"536,30,500,532,22,832,1106,540,44,767,1521,351,322,525,51,244,221,373,174,142","536,532,500,30,832,767,22,44,322,1106,51,540,351,525,135,207,1,244,421,506"
3219,"734,185,316,500,238,135,232,513,172,190,1201,61,93,114,351,382,733,133,98,34","734,500,185,316,238,232,135,513,1201,172,733,190,351,61,382,93,114,34,525,332"
3220,"421,435,767,10,612,154,200,237,129,744,135,128,1254,125,245,68,85,49,260,719","421,435,767,10,154,612,200,129,237,135,1254,744,68,128,245,260,125,85,49,719"
3221,"161,79,211,187,98,61,156,114,588,265,196,529,712,93,65,128,278,644,49,215","79,161,211,187,98,61,114,265,588,196,93,156,65,712,128,49,529,278,897,644"
3222,"670,421,24,247,52,435,129,322,168,245,106,663,10,68,105,260,487,744,125,27","670,24,421,247,52,129,435,168,245,322,106,10,260,663,68,105,128,125,49,27"
3223,"500,244,791,238,1201,4,351,264,5,518,832,513,306,950,520,534,51,886,838,407","500,244,4,791,238,351,1201,5,264,518,832,306,51,520,513,534,407,950,39,886"
3224,"1332,866,383,1406,40,526,506,370,130,1341,1419,503,511,480,872,1407,2321,1323,362,467","1332,866,383,1406,40,526,506,370,1341,130,1419,503,511,2321,480,1407,872,1323,467,153"
3225,"85,670,1,6,23,421,16,247,128,52,8,125,45,10,274,129,744,27,200,185","670,85,1,6,421,23,247,128,52,16,125,8,45,10,129,200,744,27,274,185"
3226,"178,8,322,184,393,175,771,106,634,560,135,247,169,566,142,200,506,382,24,10","178,8,322,184,393,175,771,106,634,560,247,135,142,169,506,24,566,200,382,10"
3227,"28,93,1,23,274,51,146,16,14,421,76,90,265,106,207,86,184,712,306,516","28,93,1,23,51,274,146,421,16,14,76,90,106,265,207,86,184,306,276,712"
3228,"715,210,161,278,215,529,744,27,1019,897,670,23,377,59,587,539,435,140,647,97","715,161,210,215,278,529,59,897,1019,27,744,587,23,670,140,539,377,435,1110,647"
3229,"510,284,129,245,436,1,68,373,28,377,1233,421,382,40,316,455,337,487,539,42","510,284,436,245,129,373,68,1,1233,28,377,455,40,421,316,382,501,487,337,539"
3230,"278,433,156,539,69,238,513,152,59,715,39,897,125,542,776,87,265,214,196,260","278,433,156,539,152,69,513,238,59,715,897,39,125,776,87,542,265,214,196,187"
3231,"42,1,124,175,128,168,435,65,800,48,247,6,85,322,720,715,49,630,284,219","42,1,124,175,128,168,435,65,800,247,48,715,6,85,322,720,49,630,219,612"
3232,"316,516,353,291,789,232,5,500,336,942,332,333,538,536,1182,383,1151,4,317,172","316,291,353,5,516,789,336,232,500,383,332,172,538,1182,942,4,333,536,317,734"
3233,"506,421,796,24,105,44,435,129,560,85,175,207,142,39,339,510,946,8,257,48","506,421,24,105,796,44,129,435,85,560,175,207,142,39,339,510,8,48,281,257"
3234,"662,560,322,630,767,421,612,175,339,48,1254,237,598,719,106,1241,487,200,720,1159","662,560,322,630,767,48,421,175,1254,237,339,612,719,1241,598,106,720,1196,487,634"
3235,"5,734,238,542,51,532,516,500,4,513,316,407,39,105,264,534,1201,518,525,520","5,238,734,542,513,532,51,516,500,4,407,316,39,264,534,105,288,518,1201,520"
3236,"85,16,23,117,6,8,14,128,125,207,105,172,27,548,52,129,20,245,135,45","85,16,23,6,8,117,14,207,105,125,128,27,20,643,219,185,45,172,129,52"
3237,"185,500,105,39,135,318,532,52,1,24,516,670,245,351,322,168,4,85,68,274","185,500,105,532,318,39,135,52,516,1,24,351,670,4,322,245,832,168,85,68"
3238,"175,1,421,548,1467,42,767,670,207,634,184,85,200,662,10,771,487,566,598,169","175,1,1467,421,548,42,767,670,207,184,634,85,200,662,10,566,771,487,429,148"
3239,"281,39,40,168,439,117,135,93,382,24,41,185,260,52,539,5,69,222,152,291","281,39,40,168,439,93,117,135,382,24,539,41,185,260,69,52,5,152,133,114"
3240,"336,165,789,535,353,139,185,500,506,130,1182,5,135,471,169,942,815,51,14,146","336,165,535,789,353,139,185,506,130,500,1182,135,815,5,169,471,942,51,14,146"
3241,"68,1,247,245,24,276,168,260,670,129,85,135,506,185,105,487,117,435,382,178","68,1,276,247,245,24,506,168,260,670,135,85,129,185,487,105,117,382,178,106"
3242,"63,433,151,703,897,87,768,434,278,190,631,127,729,1675,94,252,1070,73,167,1227","63,433,151,703,897,87,768,278,434,190,631,127,729,1675,252,94,167,73,1070,858"
3243,"190,61,79,59,218,196,156,278,377,187,6,149,146,529,52,513,157,892,41,185","190,61,79,59,218,196,156,278,377,187,6,149,529,146,52,513,892,157,41,776"
3244,"69,39,105,185,734,93,135,4,247,51,5,24,532,129,318,114,542,98,306,61","69,39,734,105,185,93,5,51,4,542,532,135,114,318,247,61,98,24,129,190"
3245,"518,1713,920,861,70,502,877,179,832,909,268,546,874,455,341,174,1169,353,481,525","1713,920,518,70,861,502,877,179,909,268,832,546,874,1169,341,455,481,867,898,789"
3246,"327,1529,60,530,521,438,313,918,1107,471,492,463,54,19,507,480,524,1369,329,462","327,1529,60,438,530,521,918,313,1107,471,463,19,492,1369,54,507,462,524,157,329"
3247,"45,65,27,218,210,715,23,214,670,663,744,98,211,133,61,93,190,49,97,63","45,65,27,218,670,23,214,715,210,663,744,211,98,93,49,133,190,61,97,152"
3248,"1,421,322,662,24,767,663,247,612,560,630,154,27,85,245,48,128,1254,42,97","421,1,322,662,663,767,24,612,247,560,630,154,27,48,85,128,97,245,1254,42"
3249,"24,52,129,168,245,382,27,49,6,23,767,663,68,274,744,93,117,219,487,612","24,52,129,168,245,382,27,49,767,6,23,68,663,274,744,117,93,219,487,662"
3250,"39,516,41,317,168,318,129,69,222,152,21,265,281,114,351,86,734,274,28,284","41,39,222,21,168,516,28,281,317,129,284,265,69,152,86,318,114,51,274,734"
3251,"10,421,744,662,560,435,566,8,176,85,339,214,16,175,27,1467,219,798,23,720","421,10,744,662,560,435,566,175,176,339,1467,8,85,798,214,16,630,1196,720,618"
3252,"69,238,5,353,407,532,789,264,500,51,244,516,316,534,44,377,133,114,525,98","69,238,5,133,114,98,407,353,377,93,51,789,190,532,264,49,244,65,500,516"
3253,"506,421,662,175,487,393,536,560,796,1652,142,798,670,247,68,30,10,548,435,634","506,421,662,175,487,393,560,536,1652,796,142,670,247,798,10,548,68,634,435,154"
3254,"8,548,178,16,169,14,184,382,85,176,117,135,767,177,798,222,6,536,20,274","8,16,548,178,169,85,382,14,135,117,184,176,274,6,767,185,536,177,222,23"
3255,"4,165,306,284,86,1257,5,881,281,506,691,436,21,382,789,51,882,353,40,291","165,4,5,284,306,86,881,1257,281,691,789,51,382,21,34,506,882,353,436,730"
3256,"69,93,114,98,190,61,129,135,41,247,24,6,168,278,23,152,117,377,63,316","69,93,114,98,190,61,129,135,41,247,24,6,168,23,278,117,152,377,63,316"
3257,"247,52,129,744,23,85,245,260,114,24,715,39,27,1,168,377,68,61,663,219","247,52,129,744,23,85,114,715,245,24,260,27,39,1,168,377,61,663,219,68"
3258,"1,767,52,247,68,670,24,487,85,135,185,168,245,276,322,105,506,435,260,207","1,767,52,247,68,24,670,487,85,168,245,135,185,276,105,322,506,435,260,207"
3259,"391,42,24,10,539,52,49,128,165,169,439,61,98,20,222,568,377,670,210,260","391,42,10,24,539,52,49,128,169,165,439,61,98,20,222,568,377,670,210,260"
